FOREST_TYPE_GROUP,DIAMETER_CLASS:_2_INCH_CLASS_TO_29,DISTURBANCE_1,ESTIMATE,VARIANCE,PLOT_COUNT,SE,SE_PERCENT
Oak / pine group,17.0-18.9,"Wind (includes hurricane, tornado)",535821.9673110095,100075826310.39983,2,316347.63522176014,59.03969126337463
Oak / pine group,19.0-20.9,"Wind (includes hurricane, tornado)",152518.65910266663,11402750239.813263,2,106783.660921572,70.01350624889213
Oak / pine group,21.0-28.9,"Wind (includes hurricane, tornado)",1799010.878895553,1410875014243.1616,2,1187802.599021892,66.02531496369308
Oak / pine group,1.0-2.9,Flooding (weather induced),13251.678869048485,90499504.8188698,1,9513.122769042235,71.78805691754067
Oak / pine group,3.0-4.9,Flooding (weather induced),236387.67591856557,28797451705.6565,1,169698.1193344714,71.78805691754067
Oak / pine group,5.0-6.9,Flooding (weather induced),155279.8032245548,12426085599.352184,1,111472.35352028854,71.78805691754066
Oak / pine group,7.0-8.9,Flooding (weather induced),96075.0734699496,4756919997.290325,1,68970.42842617643,71.78805691754067
Oak / pine group,9.0-10.9,Flooding (weather induced),178690.59739901664,16455375554.9538,1,128278.50776709948,71.78805691754066
Oak / pine group,11.0-12.9,Flooding (weather induced),120557.57470314507,7490199790.425386,1,86545.9403463004,71.78805691754067
Oak / pine group,15.0-16.9,Flooding (weather induced),574359.06150126,170008780200.6717,1,412321.20998157695,71.78805691754067
Oak / pine group,21.0-28.9,Flooding (weather induced),403762.8258502999,84015044061.29546,1,289853.4872332839,71.78805691754066
Oak / pine group,1.0-2.9,Drought,36698.401606239844,708891865.5935708,1,26625.023297521653,72.55090721170426
Oak / pine group,3.0-4.9,Drought,141517.3789959791,10541568809.360416,1,102672.14232380863,72.55090721170426
Oak / pine group,5.0-6.9,Drought,54721.17264266299,1576146151.317429,1,39700.70718913492,72.55090721170426
Oak / pine group,7.0-8.9,Drought,102613.09329049902,5542315622.6193905,1,74446.73010024946,72.55090721170426
Oak / pine group,9.0-10.9,Drought,262375.8303402546,36235423950.31264,1,190356.04521609665,72.55090721170424
Oak / pine group,11.0-12.9,Drought,477080.1617834479,119803197839.00925,1,346125.9855009578,72.55090721170426
Oak / pine group,15.0-16.9,Drought,243477.54419755575,31203515085.26087,1,176645.16717210485,72.55090721170424
Oak / pine group,1.0-2.9,"Vegetation (suppression,competetion,vines)",38929.67922668437,779271531.8939058,1,27915.4353699509,71.70733467235007
Oak / pine group,3.0-4.9,"Vegetation (suppression,competetion,vines)",309966.7391172725,49403458124.57034,1,222268.88699179277,71.70733467235006
Oak / pine group,5.0-6.9,"Vegetation (suppression,competetion,vines)",289169.4141347577,42996377847.31746,1,207355.67956368462,71.70733467235006
Oak / pine group,7.0-8.9,"Vegetation (suppression,competetion,vines)",281070.4941688173,40621660766.67917,1,201548.159918862,71.70733467235007
Oak / pine group,9.0-10.9,"Vegetation (suppression,competetion,vines)",281200.03944420745,40659114409.42125,1,201641.05338303818,71.70733467235004
Oak / pine group,11.0-12.9,"Vegetation (suppression,competetion,vines)",181524.7828089808,16943339465.813866,1,130166.58352209243,71.70733467235007
Oak / pine group,1.0-2.9,Human-caused damage,77254.95534235265,857924790.4020699,6,29290.353196949844,37.91388276279581
Oak / pine group,3.0-4.9,Human-caused damage,163153.4199897864,7158870938.5484295,3,84610.1113257064,51.85923245188675
Oak / pine group,5.0-6.9,Human-caused damage,183176.22990620055,7266702259.917835,4,85244.95445431264,46.53712684116504
Oak / pine group,7.0-8.9,Human-caused damage,118867.29002873668,3553669001.065063,2,59612.658060726186,50.15059908097052
Oak / pine group,9.0-10.9,Human-caused damage,368202.61695513234,29470225673.802444,4,171668.94207690115,46.6234986314125
Oak / pine group,11.0-12.9,Human-caused damage,455957.9258238489,28216697191.37838,5,167978.26404442446,36.84073782485795
Oak / pine group,13.0-14.9,Human-caused damage,696888.7972028744,85015813711.44257,4,291574.71377237525,41.83948930484724
Oak / pine group,15.0-16.9,Human-caused damage,469023.02385420573,37760018459.973694,3,194319.37232292022,41.43066809942442
Oak / pine group,17.0-18.9,Human-caused damage,76636.60829341142,5601878656.509025,1,74845.6989847047,97.66311512397569
Oak / pine group,19.0-20.9,Human-caused damage,368167.6278151763,65217857096.223206,1,255377.87119526078,69.3645643726892
Oak / pine group,21.0-28.9,Human-caused damage,1961329.7305567558,744352174655.646,3,862758.4683187096,43.988445944466534
Oak / pine group,29.0+,Human-caused damage,1216492.6962992412,368432933962.4677,2,606986.7658874184,49.89645788535895
Oak / hickory group,1.0-2.9,No visible disturbance,29656477.600004148,803445403463.5498,1264,896351.1607977924,3.022446471517801
Oak / hickory group,3.0-4.9,No visible disturbance,56069118.68509895,3477266769650.594,856,1864743.0840870799,3.325793463171837
Oak / hickory group,5.0-6.9,No visible disturbance,72026260.8737469,2770417474227.1865,1457,1664457.1109605639,2.310903121679676
Oak / hickory group,7.0-8.9,No visible disturbance,90718638.93248208,4707248791143.224,1318,2169619.5037709316,2.391591771329026
Oak / hickory group,9.0-10.9,No visible disturbance,104982913.16471608,6854465609805.587,1178,2618103.4375680396,2.4938376719078925
Oak / hickory group,11.0-12.9,No visible disturbance,117329636.80927637,10409316632227.65,987,3226347.258468569,2.749814408539519
Oak / hickory group,13.0-14.9,No visible disturbance,140952769.2465163,16520964826195.977,869,4064598.9748308477,2.88366024772607
Oak / hickory group,15.0-16.9,No visible disturbance,127268149.25110935,17272773502406.375,708,4156052.6347011505,3.265587390998321
Oak / hickory group,17.0-18.9,No visible disturbance,109382908.17325342,17614614008654.22,513,4196976.770087514,3.8369584793264524
Oak / hickory group,19.0-20.9,No visible disturbance,94223488.24399976,18990985748302.387,352,4357864.815285392,4.625030230254615
Oak / hickory group,21.0-28.9,No visible disturbance,187310080.8051784,68699264919974.87,422,8288501.970801169,4.425016494132025
Oak / hickory group,29.0+,No visible disturbance,50155998.35134402,26747529039134.156,72,5171801.3340744395,10.311431342360772
Oak / hickory group,1.0-2.9,Insect damage,68029.56396707417,1427356878.2407691,3,37780.37689384224,55.53523305268821
Oak / hickory group,3.0-4.9,Insect damage,175076.51661382662,12688906081.549322,3,112645.04463823218,64.34046485326066
Oak / hickory group,5.0-6.9,Insect damage,218591.6454123633,13850940403.083202,4,117690.01828142947,53.84012644189239
Oak / hickory group,7.0-8.9,Insect damage,255958.0028257454,17992199669.736023,4,134135.00538538038,52.40508360924297
Oak / hickory group,9.0-10.9,Insect damage,322259.11849710444,32697438900.43004,4,180824.33160509687,56.11147093320235
Oak / hickory group,11.0-12.9,Insect damage,505860.7079365273,96477936173.53531,3,310608.9763247922,61.40207599673184
Oak / hickory group,13.0-14.9,Insect damage,404718.91485557833,37211620123.906746,4,192903.1366357394,47.663484348038395
Oak / hickory group,15.0-16.9,Insect damage,299045.1204610332,21995551565.24269,3,148308.97331329176,49.59417932807134
Oak / hickory group,17.0-18.9,Insect damage,445548.27271588956,41751841041.539825,3,204332.67247687,45.86095042661421
Oak / hickory group,19.0-20.9,Insect damage,695063.0128535288,178597768190.82745,2,422608.29167306627,60.801435820628654
Oak / hickory group,21.0-28.9,Insect damage,1852529.1711319473,761047898549.3787,4,872380.5927170656,47.09132823986877
Oak / hickory group,1.0-2.9,Insect damage to trees including seedlings and saplings,676162.9012352618,7413133876.341588,67,86099.55793348528,12.73355248804579
Oak / hickory group,3.0-4.9,Insect damage to trees including seedlings and saplings,1364677.1070873253,46907006529.37384,38,216580.2542462582,15.870439470367645
Oak / hickory group,5.0-6.9,Insect damage to trees including seedlings and saplings,2646161.4517558455,76329525578.66919,78,276277.98605511297,10.440707836318538
Oak / hickory group,7.0-8.9,Insect damage to trees including seedlings and saplings,3884670.48639892,191211817964.23083,76,437277.73550025484,11.256494908159127
Oak / hickory group,9.0-10.9,Insect damage to trees including seedlings and saplings,4520845.877289771,269904206145.87415,72,519523.056414125,11.49172235717925
Oak / hickory group,11.0-12.9,Insect damage to trees including seedlings and saplings,5121693.99053911,466050970831.6935,66,682679.2591193125,13.329169223705486
Oak / hickory group,13.0-14.9,Insect damage to trees including seedlings and saplings,6324169.261353655,738495009850.5255,59,859357.3237312436,13.588461791854426
Oak / hickory group,15.0-16.9,Insect damage to trees including seedlings and saplings,6422875.10945431,895444176471.0741,52,946279.1218615542,14.732952233006294
Oak / hickory group,17.0-18.9,Insect damage to trees including seedlings and saplings,4545180.187534054,444905446607.26245,45,667012.3286771111,14.67515700491937
Oak / hickory group,19.0-20.9,Insect damage to trees including seedlings and saplings,3832150.8203975963,576257766997.0132,28,759116.4383656918,19.80914828104107
Oak / hickory group,21.0-28.9,Insect damage to trees including seedlings and saplings,11487617.039853746,2911702859712.4243,46,1706371.2549478863,14.854005395792779
Oak / hickory group,29.0+,Insect damage to trees including seedlings and saplings,1582613.3595142164,480742223781.0392,5,693355.7699918846,43.81081240238679
Oak / hickory group,1.0-2.9,Disease damage,4887.940982283366,8142314.400907656,3,2853.474093260294,58.37783442154644
Oak / hickory group,3.0-4.9,Disease damage,61921.34761805441,1001037287.3685361,3,31639.173304126263,51.095744070823855
Oak / hickory group,5.0-6.9,Disease damage,89154.61112855365,1766621342.3218114,4,42031.194871450076,47.14416263993854
Oak / hickory group,7.0-8.9,Disease damage,146920.44438653736,5038741390.701663,4,70984.09251868803,48.314645939903286
Oak / hickory group,9.0-10.9,Disease damage,68026.06336697344,1720605789.7929215,3,41480.18550817874,60.976901286216886
Oak / hickory group,11.0-12.9,Disease damage,206624.11764779425,14656055310.766497,4,121062.19604305258,58.590544715313364
Oak / hickory group,13.0-14.9,Disease damage,217589.89941941493,11997768809.526058,3,109534.32708300196,50.33980316883612
Oak / hickory group,15.0-16.9,Disease damage,95544.58823480815,2290829222.902109,3,47862.60777373198,50.09452514056155
Oak / hickory group,17.0-18.9,Disease damage,365663.0509525355,68140255470.930244,2,261036.88526897927,71.38727431962025
Oak / hickory group,19.0-20.9,Disease damage,354011.3363924549,40140530974.26789,3,200351.01939912332,56.59452079721407
Oak / hickory group,21.0-28.9,Disease damage,476691.47293035884,59699524366.69945,3,244334.86113671836,51.25639433714265
Oak / hickory group,1.0-2.9,"Disease damage to trees, including seedlings and saplings",165851.98580305057,1426791333.2002861,24,37772.891512303984,22.775061347266192
Oak / hickory group,3.0-4.9,"Disease damage to trees, including seedlings and saplings",472867.14467526437,10740588073.623732,19,103636.80848821875,21.916686252200932
Oak / hickory group,5.0-6.9,"Disease damage to trees, including seedlings and saplings",868406.8331739662,32010678483.50867,28,178915.28297914818,20.602703265844344
Oak / hickory group,7.0-8.9,"Disease damage to trees, including seedlings and saplings",937256.1967546957,32993099705.723022,28,181640.02781799782,19.379976195082733
Oak / hickory group,9.0-10.9,"Disease damage to trees, including seedlings and saplings",1364415.674919784,74853762575.39806,25,273594.15669088776,20.052111810205695
Oak / hickory group,11.0-12.9,"Disease damage to trees, including seedlings and saplings",1722220.5297563674,157926039595.05957,23,397399.0936012053,23.074808756194717
Oak / hickory group,13.0-14.9,"Disease damage to trees, including seedlings and saplings",2128560.0163814873,202379916361.4627,22,449866.55394846003,21.13478363242136
Oak / hickory group,15.0-16.9,"Disease damage to trees, including seedlings and saplings",2719360.851204677,442629224456.36414,22,665303.8587415258,24.465449609116646
Oak / hickory group,17.0-18.9,"Disease damage to trees, including seedlings and saplings",1710427.2885612517,135312319886.31976,17,367848.22941849235,21.506218468246768
Oak / hickory group,19.0-20.9,"Disease damage to trees, including seedlings and saplings",2454547.161803372,514804141072.60925,15,717498.5303626825,29.23140127548136
Oak / hickory group,21.0-28.9,"Disease damage to trees, including seedlings and saplings",3336643.9454103955,601865837729.2112,13,775800.127435676,23.25091139864656
Oak / hickory group,29.0+,"Disease damage to trees, including seedlings and saplings",1287469.1011740023,291107830853.5501,4,539544.095374558,41.90734324284481
Oak / hickory group,1.0-2.9,"Fire (from crown and ground fire, either prescribed or natural)",53327.32619292815,1869854265.1224144,2,43241.81153839897,81.08752983781392
Oak / hickory group,3.0-4.9,"Fire (from crown and ground fire, either prescribed or natural)",101420.09353423114,10838683398.936356,1,104108.9976848128,102.65125386585659
Oak / hickory group,5.0-6.9,"Fire (from crown and ground fire, either prescribed or natural)",172252.51183894492,14020423811.085327,2,118407.87056224483,68.74086728729709
Oak / hickory group,7.0-8.9,"Fire (from crown and ground fire, either prescribed or natural)",209807.2361119818,14479536794.881477,3,120330.94695414591,57.35309667294835
Oak / hickory group,9.0-10.9,"Fire (from crown and ground fire, either prescribed or natural)",246673.55328354918,28995643467.72884,2,170281.07195965393,69.03093975539294
Oak / hickory group,11.0-12.9,"Fire (from crown and ground fire, either prescribed or natural)",438082.82445468195,67258963282.38278,2,259343.3309001463,59.19961167684957
Oak / hickory group,13.0-14.9,"Fire (from crown and ground fire, either prescribed or natural)",421655.4258606677,75278745355.30463,2,274369.7238313743,65.0696533244748
Oak / hickory group,15.0-16.9,"Fire (from crown and ground fire, either prescribed or natural)",367437.1150340922,52722500788.73333,2,229613.80792263633,62.490640854648525
Oak / hickory group,1.0-2.9,Ground fire damage,718255.7697182727,16213478117.414082,46,127332.1566510757,17.7279685064027
Oak / hickory group,3.0-4.9,Ground fire damage,1765004.9509854359,119822172366.52516,33,346153.39427272003,19.61203531352453
Oak / hickory group,5.0-6.9,Ground fire damage,1975693.6749226607,69912142973.75928,69,264409.0448032353,13.383099220256685
Oak / hickory group,7.0-8.9,Ground fire damage,3080512.5109082377,149548732734.6065,68,386715.31225774664,12.553603041324124
Oak / hickory group,9.0-10.9,Ground fire damage,3307914.841085882,178589867004.04535,54,422598.9434488039,12.775387630900386
Oak / hickory group,11.0-12.9,Ground fire damage,3986257.963787837,247035630863.52002,54,497026.79089111486,12.468505435579694
Oak / hickory group,13.0-14.9,Ground fire damage,4424167.048134686,393391428541.12177,45,627209.2382459954,14.17688869841474
